pl_name,pl_bmasse,pl_rade,pl_dens,pl_radeerr1,pl_radeerr2,pl_bmasseerr1,pl_bmasseerr2,discoverymethod,disc_facility,pl_controv_flag,sy_dist
"Kepler-782 b",10.40000,3.210,1.730000,0.470,-0.300,,,"Transit","Kepler",0,446.8440000
"HD 77338 b",15.90000,4.120,1.250000,,,4.70000,-5.30000,"Radial Velocity","La Silla Observatory",0,45.9350000
"GJ 3021 b",1071.04000,13.100,2.620000,,,28.60000,-28.60000,"Radial Velocity","La Silla Observatory",0,17.5559000
"GJ 3634 b",8.40000,2.830,2.040000,,,4.00000,-1.50000,"Radial Velocity","La Silla Observatory",0,20.3779000
"GJ 674 b",11.09000,3.330,1.650000,,,,,"Radial Velocity","La Silla Observatory",0,4.5489600
"HD 37605 c",1013.87770,13.100,2.480000,,,120.77540,-120.77540,"Radial Velocity","Multiple Observatories",0,46.7864000
"GJ 876 e",14.60000,3.920,1.330000,,,1.70000,-1.70000,"Radial Velocity","W. M. Keck Observatory",0,4.6751700
"GQ Lup b",6356.00000,33.600,0.921000,5.600,-5.600,,,"Imaging","Paranal Observatory",0,151.1690000
"GSC 06214-00210 b",5000.00000,20.176,3.350000,5.604,-5.604,300.00000,-300.00000,"Imaging","Palomar Observatory",0,108.5000000
"HD 190360 c",19.06900,4.590,1.080000,,,2.41540,-2.41540,"Radial Velocity","W. M. Keck Observatory",0,16.0069000
"HD 190647 b",630.89255,13.400,1.440000,,,10.48839,-10.48839,"Radial Velocity","La Silla Observatory",0,54.4738000
"BD+15 2940 b",352.78000,13.700,0.754000,,,,,"Radial Velocity","McDonald Observatory",0,426.4200000
"HD 95086 b",1589.00000,12.900,4.070000,,,636.00000,-636.00000,"Imaging","Paranal Observatory",0,86.2279000
"Kepler-123 b",55.30000,2.940,12.000000,0.570,-0.570,31.20000,-27.80000,"Transit","Kepler",0,1021.6600000
"HAT-P-19 b",92.80200,12.689,0.250000,0.807,-0.807,5.72100,-5.72100,"Transit","HATNet",0,202.0780000
"HD 200964 c",385.84562,13.700,0.825000,,,22.88376,-22.88376,"Radial Velocity","Lick Observatory",0,72.5922000
"HATS-36 b",1022.14128,12.920,2.120000,0.380,-0.380,19.70546,-19.70546,"Transit","HATSouth",0,856.4360000
"HAT-P-22 b",785.04010,12.890,2.140000,2.130,-2.130,101.70560,-101.70560,"Transit","HATNet",0,81.7647000
"HD 206610 b",647.10188,13.400,1.480000,,,20.65895,-20.65895,"Radial Velocity","W. M. Keck Observatory",0,147.1920000
"HD 20794 b",2.70000,1.450,4.870000,,,0.30000,-0.30000,"Radial Velocity","La Silla Observatory",0,6.0027800
"OGLE2-TR-L9 b",1430.17500,18.046,1.250000,0.448,-0.448,476.72500,-476.72500,"Transit","OGLE",0,1627.6300000
"OGLE-TR-113 b",400.44900,12.251,1.200000,0.314,-0.213,50.85100,-50.85100,"Transit","OGLE",0,566.4590000
"Kepler-166 c",6.26000,2.380,2.550000,1.230,-1.230,,,"Transit","Kepler",0,603.5300000
"K2-295 b",106.47305,10.054,0.612000,0.123,-0.056,19.70546,-19.70546,"Transit","K2",0,232.8010000
"HAT-P-33 b",292.40360,20.737,0.200000,5.492,-5.492,158.91500,-158.91500,"Transit","HATNet",0,396.1100000
"HD 100655 b",511.70630,13.500,1.140000,,,108.06220,-108.06220,"Radial Velocity","Bohyunsan Optical Astronomical Observatory",0,137.1780000
"HD 210277 b",410.00070,13.600,0.896000,,,15.89150,-15.89150,"Radial Velocity","W. M. Keck Observatory",0,21.2985000
"HD 21693 b",8.23000,2.800,2.060000,,,1.08000,-1.05000,"Radial Velocity","La Silla Observatory",0,33.2550000
"HD 10180 f",23.90000,5.240,0.913000,,,1.40000,-1.40000,"Radial Velocity","La Silla Observatory",0,38.9607000
"HD 10180 g",21.40000,4.910,0.993000,,,3.40000,-3.40000,"Radial Velocity","La Silla Observatory",0,38.9607000
"WASP-16 b",394.10920,13.675,0.572000,1.121,-1.121,79.45750,-79.45750,"Transit","SuperWASP",0,194.1340000
"K2-263 b",14.80000,2.410,5.700000,0.120,-0.120,3.10000,-3.10000,"Transit","K2",0,162.4810000
"HD 176986 c",9.18000,2.980,1.910000,,,0.97000,-0.97000,"Radial Velocity","Multiple Observatories",0,27.7843000
"HATS-25 b",194.82979,14.123,0.380000,1.121,-1.121,13.34886,-13.34886,"Transit","HATSouth",0,471.1580000
"HD 147379 b",28.55000,5.820,0.796000,,,1.49000,-1.45000,"Radial Velocity","Calar Alto Observatory",0,10.7643000
"GJ 411 b",2.69000,1.450,4.850000,,,0.25000,-0.25000,"Radial Velocity","Haute-Provence Observatory",0,5.6757730
"GJ 15 A b",3.03000,1.550,4.470000,,,0.46000,-0.44000,"Radial Velocity","W. M. Keck Observatory",1,3.5622800
"HD 14067 b",2479.00000,12.600,6.810000,,,222.50000,-222.50000,"Radial Velocity","Okayama Astrophysical Observatory",0,142.0240000
"GJ 3998 b",2.47000,1.380,5.160000,,,0.27000,-0.27000,"Radial Velocity","Roque de los Muchachos Observatory",0,18.1459000
"K2-294 b",3.39000,1.660,4.070000,0.210,-0.190,,,"Transit","K2",0,373.0780000
"HD 92987 b",5364.97040,12.200,16.200000,,,219.30270,-206.58950,"Radial Velocity","La Silla Observatory",0,43.5339000
"GJ 3293 c",21.09000,4.870,1.000000,,,1.24000,-1.26000,"Radial Velocity","La Silla Observatory",0,20.1903000
"HR 2562 b",9534.90000,12.442,27.200000,1.233,-1.233,4767.45000,-4767.45000,"Imaging","Gemini Observatory",0,34.0071000
"K2-154 b",4.62000,1.990,3.220000,0.210,-0.110,,,"Transit","K2",0,129.3560000
"K2-155 d",4.27000,1.900,3.420000,0.700,-0.200,,,"Transit","K2",0,72.7998000
"TOI-216.01",200.00000,11.290,0.760000,0.580,-0.420,170.00000,-100.00000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",0,177.9450000
"HD 145934 b",724.62000,13.300,1.690000,,,82.63000,-82.63000,"Radial Velocity","W. M. Keck Observatory",0,227.8810000
"WASP-92 b",255.85315,16.376,0.346000,0.863,-0.863,21.61244,-21.61244,"Transit","SuperWASP",0,575.8890000
"WASP-93 b",467.21010,17.901,0.479000,0.863,-0.863,92.17070,-92.17070,"Transit","SuperWASP",0,370.2840000
"HD 111998 b",1433.41330,12.900,3.670000,,,158.91500,-158.91500,"Radial Velocity","La Silla Observatory",0,33.2237000
"OGLE-2017-BLG-0173L b",3.26900,1.620,4.230000,,,3.84900,-2.01500,"Microlensing","OGLE",0,4705.0000000
"HATS-40 b",505.34970,17.710,0.490000,1.793,-1.345,76.27920,-76.27920,"Transit","HATSouth",0,1342.2900000
"HD 1605 c",1150.54460,13.000,2.880000,,,73.10090,-73.10090,"Radial Velocity","Multiple Observatories",0,88.8047000
"Kepler-265 c",7.41000,2.630,2.240000,0.550,-0.550,,,"Transit","Kepler",0,1280.2500000
"Kepler-56 d",1784.00000,12.800,4.670000,,,120.00000,-120.00000,"Radial Velocity","Multiple Observatories",0,912.9940000
"HD 9174 b",352.79130,13.700,0.754000,,,44.49620,-44.49620,"Radial Velocity","Multiple Observatories",0,81.4893000
"24 Boo b",289.22530,13.900,0.592000,,,41.31790,-31.78300,"Radial Velocity","Okayama Astrophysical Observatory",0,95.9863000
"Kepler-756 b",1.46000,1.120,5.710000,0.090,-0.100,,,"Transit","Kepler",0,852.0000000
"HATS-9 b",266.02371,13.850,0.626000,0.350,-0.350,9.21707,-9.21707,"Transit","HATSouth",0,638.7000000
"HD 165155 b",918.52870,13.200,2.190000,,,73.10090,-73.10090,"Radial Velocity","Multiple Observatories",0,63.3574000
"OGLE-2017-BLG-1140L b",505.00000,13.500,1.130000,,,110.00000,-83.00000,"Microlensing","OGLE",0,
"K2-239 b",1.37000,1.100,5.660000,0.100,-0.100,,,"Transit","K2",0,31.0849000
"EPIC 201497682 b",0.26000,0.692,4.310000,0.059,-0.048,,,"Transit","K2",0,253.0260000
"EPIC 206032309 b",1.01000,1.010,5.390000,0.240,-0.130,,,"Transit","K2",0,161.3650000
"HATS-8 b",43.86054,9.785,0.259000,1.379,-0.841,6.03877,-6.03877,"Transit","HATSouth",0,794.6370000
"OGLE-2014-BLG-0676L b",982.00000,13.100,2.400000,,,324.00000,-356.00000,"Microlensing","OGLE",0,2220.0000000
"HD 180617 b",12.21400,3.530,1.530000,,,1.05000,-1.05000,"Radial Velocity","Calar Alto Observatory",0,5.9105900
"CI Tau b",3686.82800,12.400,10.600000,,,921.70700,-858.14100,"Radial Velocity","Multiple Observatories",0,157.9980000
"K2-19 c",7.50000,4.860,0.940000,0.620,-0.440,3.00000,-1.40000,"Transit","K2",0,289.8270000
"HD 30177 c",2415.50800,12.600,6.640000,,,985.27300,-985.27300,"Radial Velocity","Multiple Observatories",0,55.5867000
"EPIC 220674823 b",7.72000,1.820,8.500000,0.100,-0.100,0.80000,-0.79000,"Transit","K2",0,244.5900000
"WASP-53 b",677.61356,12.038,2.280000,0.415,-0.415,29.24036,-29.87602,"Transit","Multiple Facilities",0,201.3380000
"K2-252 b",3.68000,1.740,3.840000,0.170,-0.120,,,"Transit","K2",0,228.8390000
"HATS-55 b",292.72143,14.022,0.587000,0.291,-0.291,24.15508,-24.15508,"Transit","HATSouth",0,609.8380000
"HATS-57 b",1000.21101,12.767,2.650000,0.314,-0.314,23.20159,-23.20159,"Transit","HATSouth",0,279.4850000
"bet Pic c",2860.47000,12.500,8.050000,,,,,"Radial Velocity","La Silla Observatory",0,19.7442000
"HAT-P-56 b",734.18730,16.926,0.750000,1.233,-1.233,139.84520,-139.84520,"Transit","HATNet",0,320.6390000
"TRAPPIST-1 h",0.33100,0.752,3.960000,0.032,-0.031,0.05600,-0.04900,"Transit","Multiple Observatories",0,12.4298888
"GJ 3138 b",1.78000,1.180,5.950000,,,0.34000,-0.33000,"Radial Velocity","La Silla Observatory",0,28.4712000
"HD 148164 b",390.93090,13.700,0.835000,,,79.45750,-79.45750,"Radial Velocity","W. M. Keck Observatory",0,77.1971000
"PDS 70 c",635.66000,22.866,0.292000,6.837,-5.044,317.83000,-317.83000,"Imaging","European Southern Observatory",0,113.0640000
"Kepler-65 e",260.00000,13.900,0.532000,,,200.00000,-50.00000,"Radial Velocity","W. M. Keck Observatory",0,303.7280000
"K2-22 b",444.96200,2.500,,0.400,-0.400,,,"Transit","K2",0,243.8360000
"HD 24064 b",4096.82870,12.300,12.100000,,,918.52870,-918.52870,"Radial Velocity","Bohyunsan Optical Astronomical Observatory",0,300.2470000
"K2-266 c",0.29013,0.705,4.510000,0.096,-0.085,0.17008,-0.17008,"Transit","K2",0,77.5586000
"KMT-2017-BLG-0165L b",34.00000,6.450,0.696000,,,15.00000,-12.00000,"Microlensing","KMTNet",0,4530.0000000
"Kepler-849 b",40.40000,7.140,0.610000,1.490,-1.370,,,"Transit","Kepler",0,822.1340000
"WASP-135 b",603.87700,14.572,1.160000,1.009,-1.009,25.42640,-25.42640,"Transit","SuperWASP",0,298.2140000
"HIP 67537 b",3527.91300,12.400,10.200000,,,127.13200,-349.61300,"Radial Velocity","Multiple Observatories",0,116.0460000
"LkCa 15 c",,,,,,,,"Imaging","Large Binocular Telescope Observatory",1,158.1520000
"MXB 1658-298 b",7532.57100,12.000,24.000000,,,1017.05600,-1017.05600,"Eclipse Timing Variations","Multiple Observatories",0,
"MOA-2016-BLG-319L b",200.00000,14.100,0.392000,,,369.00000,-100.00000,"Microlensing","MOA",0,6800.0000000
"MOA-2011-BLG-291L b",18.00000,4.430,1.140000,,,34.00000,-12.00000,"Microlensing","MOA",0,4400.0000000
"HD 33142 c",1897.44510,12.800,4.970000,,,330.54320,-254.26400,"Radial Velocity","W. M. Keck Observatory",0,121.3750000
"HIP 91258 b",346.43470,13.700,0.740000,,,66.74430,-66.74430,"Radial Velocity","Haute-Provence Observatory",0,45.8846000
"BD+15 2375 b",337.21763,13.800,0.705000,,,85.81410,-85.81410,"Radial Velocity","Roque de los Muchachos Observatory",0,768.0450000
"K2-117 c",4.90000,2.060,3.080000,0.120,-0.120,,,"Transit","K2",0,101.6320000
"K2-125 b",5.39000,2.180,2.860000,0.190,-0.180,,,"Transit","K2",0,124.1560000
"CoRoT-21 b",718.29580,14.572,1.360000,1.569,-1.569,98.52730,-98.52730,"Transit","CoRoT",0,1398.8341969
"HD 14787 b",356.28743,13.700,0.761000,,,21.93027,-21.93027,"Radial Velocity","W. M. Keck Observatory",0,119.1370000
"NGC 2682 YBP 1514 b",127.13200,14.000,0.255000,,,120.77540,-120.77540,"Radial Velocity","Multiple Observatories",0,914.2210000
"GJ 1148 c",68.06000,9.710,0.409000,,,4.91000,-2.19000,"Radial Velocity","Calar Alto Observatory",0,11.0143000
"HATS-61 b",1080.62200,13.395,2.470000,0.751,-0.751,44.49620,-44.49620,"Transit","HATSouth",0,679.7610000
"CoRoT-26 b",165.26000,14.120,0.280000,1.460,-0.780,15.89000,-15.89000,"Transit","CoRoT",0,1045.1800000
"K2-29 b",232.01590,13.339,0.530000,0.224,-0.224,12.71320,-12.71320,"Transit","K2",0,178.4750000
"OGLE-2012-BLG-0724L b",150.00000,14.300,0.282000,,,170.00000,-83.00000,"Microlensing","OGLE",0,6700.0000000
"NGTS-1 b",258.07796,14.908,0.420000,6.837,-3.699,20.97678,-23.83725,"Transit","Paranal Observatory",0,218.1210000
"K2-136 d",2.70000,1.450,4.870000,0.110,-0.080,,,"Transit","K2",0,59.2474000
"HD 92788 b",1195.04080,13.000,2.990000,,,50.85280,-47.67450,"Radial Velocity","Multiple Observatories",0,34.6538000
"HAT-P-45 b",283.49200,15.984,0.380000,1.962,-0.975,43.54100,-31.46400,"Transit","HATNet",0,298.6400000
"bet Cnc b",2479.00000,12.600,6.810000,,,254.30000,-254.30000,"Radial Velocity","Bohyunsan Optical Astronomical Observatory",0,89.0472000
"mu Leo b",762.80000,13.300,1.780000,,,127.10000,-127.10000,"Radial Velocity","Bohyunsan Optical Astronomical Observatory",0,32.6081000
"HD 214823 b",6451.94900,12.100,20.000000,,,826.35800,-826.35800,"Radial Velocity","Haute-Provence Observatory",0,101.3680000
"Kepler-1647 b",483.00000,11.874,1.590000,0.138,-0.138,206.00000,-206.00000,"Transit","Kepler",0,1212.4500000
"HD 111591 b",1398.45200,12.900,3.580000,,,127.13200,-127.13200,"Radial Velocity","Multiple Observatories",0,114.1660000
"Kepler-80 g",1.51000,1.130,5.750000,0.140,-0.140,,,"Transit","Kepler",0,369.4510000
"Kepler-419 c",2320.10000,12.600,6.370000,,,127.10000,-127.10000,"Transit Timing Variations","Kepler",0,1011.3600000
"HD 150706 b",861.28000,13.200,2.060000,,,362.31000,-209.76000,"Radial Velocity","Haute-Provence Observatory",0,28.2697000
"VHS J125601.92-125723.9 b",3559.69600,12.400,10.300000,,,3082.95100,-572.09400,"Imaging","Paranal Observatory",0,12.7000000
"HD 112640 b",1589.15000,12.900,4.070000,,,317.83000,-317.83000,"Radial Velocity","Bohyunsan Optical Astronomical Observatory",0,323.3350000
"Kepler-121 c",5.77000,2.270,2.710000,1.250,-1.250,,,"Transit","Kepler",0,510.5230000
"Kepler-130 b",1.04000,1.020,5.390000,0.040,-0.040,,,"Transit","Kepler",0,316.6630000
"Kepler-1048 b",3.22000,1.610,4.240000,0.090,-0.080,,,"Transit","Kepler",0,556.0060000
"Kepler-102 d",3.80000,1.180,13.270000,0.040,-0.040,1.80000,-1.80000,"Transit","Kepler",0,107.7960000
"Kepler-821 b",2.27000,1.310,5.550000,0.100,-0.080,,,"Transit","Kepler",0,614.5710000
"Kepler-820 b",30.80000,6.090,0.749000,2.680,-0.890,,,"Transit","Kepler",0,1387.2000000
"Kepler-162 b",2.13000,1.260,5.850000,0.670,-0.670,,,"Transit","Kepler",0,855.6410000
"Kepler-183 b",4.90000,2.060,3.080000,0.890,-0.890,,,"Transit","Kepler",0,1050.6400000
"2MASS J02192210-3925225 b",4417.83700,16.141,5.770000,0.336,-0.336,349.61300,-349.61300,"Imaging","Cerro Tololo Inter-American Observatory",0,40.0896412
"Kepler-1009 b",5.35000,2.170,2.880000,0.270,-0.240,,,"Transit","Kepler",0,355.0190000
"TOI-1130 b",12.90000,3.650,1.460000,0.100,-0.100,,,"Transit","Transiting Exoplanet Survey Satellite (TESS)",0,58.2609000
"Kepler-819 b",8.05000,2.760,2.100000,0.250,-0.170,,,"Transit","Kepler",0,664.3060000
"Kepler-811 b",7.75000,2.700,2.160000,0.680,-0.480,,,"Transit","Kepler",0,985.0410000
"Kepler-286 b",2.07000,1.240,5.970000,0.250,-0.250,,,"Transit","Kepler",0,1226.8500000
"Kepler-214 b",7.32000,2.610,2.260000,0.490,-0.490,,,"Transit","Kepler",0,1208.4400000
"Kepler-232 c",14.00000,3.830,1.370000,1.860,-1.860,,,"Transit","Kepler",0,1349.1300000
"Kepler-961 b",7.04000,2.550,2.330000,0.110,-0.080,,,"Transit","Kepler",0,574.3140000
"Kepler-985 b",9.17000,2.980,1.900000,0.140,-0.150,,,"Transit","Kepler",0,679.3610000
"WASP-176 b",271.74465,16.870,0.310000,0.560,-0.504,22.88376,-21.93027,"Transit","SuperWASP-North",0,568.4200000
"Kepler-804 b",4.42000,1.940,3.330000,0.240,-0.160,,,"Transit","Kepler",0,649.6500000
"Kepler-330 c",4.46000,1.950,3.310000,0.720,-0.720,,,"Transit","Kepler",0,717.5270000
"GJ 338 B b",10.27000,3.190,1.740000,,,1.47000,-1.38000,"Radial Velocity","Calar Alto Observatory",0,6.3325600
"Kepler-732 c",2.15000,1.270,5.770000,0.070,-0.100,,,"Transit","Kepler",0,174.8260000
"WASP-12 b",465.62095,21.712,0.267000,0.628,-0.628,25.10857,-25.10857,"Transit","SuperWASP",0,427.2460000
"Kepler-1019 b",2.73000,1.460,4.820000,0.050,-0.160,,,"Transit","Kepler",0,194.1820000
"HD 89744 b",2653.88050,12.600,7.290000,,,57.20940,-57.20940,"Radial Velocity","Fred Lawrence Whipple Observatory",0,38.6364000
"Kepler-842 b",3.19000,1.600,4.280000,0.080,-0.090,,,"Transit","Kepler",0,532.7260000
"Kepler-56 c",181.00000,9.800,1.060000,0.460,-0.460,21.00000,-19.00000,"Transit","Kepler",0,912.9940000
"Kepler-279 c",49.40000,4.300,0.300000,1.720,-0.410,7.20000,-5.90000,"Transit","Kepler",0,1037.4000000
"Kepler-791 b",9.53000,3.050,1.850000,1.320,-0.700,,,"Transit","Kepler",0,1266.3400000
"Kepler-486 b",84.20000,11.000,0.348000,0.400,-0.560,,,"Transit","Kepler",0,436.2570000
"Kepler-127 d",7.46000,2.640,2.230000,0.140,-0.140,,,"Transit","Kepler",0,352.7940000
"Kepler-41 b",177.98000,14.460,0.330000,0.220,-0.220,25.43000,-25.43000,"Transit","Kepler",0,1093.0800000
"Kepler-786 b",6.48000,2.430,2.480000,0.120,-0.070,,,"Transit","Kepler",0,485.3180000
"Kepler-465 b",9.01000,2.950,1.930000,0.250,-0.160,,,"Transit","Kepler",0,553.0770000
"Kepler-960 b",5.86000,2.290,2.680000,0.070,-0.250,,,"Transit","Kepler",0,284.9160000
"Kepler-409 b",22.00000,1.190,,0.030,-0.030,,,"Transit","Kepler",0,68.1730000
"GJ 2056 b",16.20000,4.170,1.230000,,,3.60000,-3.60000,"Radial Velocity","Multiple Observatories",0,28.4434000
"2MASS J01033563-5515561 AB b",4131.79000,12.300,12.200000,,,317.83000,-317.83000,"Imaging","Paranal Observatory",0,47.2000000
"KMT-2019-BLG-1339L b",397.00000,13.700,0.848000,,,331.00000,-230.00000,"Microlensing","KMTNet",0,6120.0000000
"Kepler-82 e",6.66000,2.470,2.430000,0.370,-0.370,,,"Transit","Kepler",0,904.3260000
"Kepler-247 b",3.33000,1.640,4.150000,0.460,-0.460,,,"Transit","Kepler",0,663.7110000
"Kepler-42 d",0.13000,0.570,3.860000,0.180,-0.180,,,"Transit","Kepler",0,40.0595000
"Kepler-1673 b",8.93000,2.936,1.940000,,,,,"Transit","Kepler",0,727.1870000
"Kepler-1041 b",8.96000,2.940,1.940000,0.620,-0.530,,,"Transit","Kepler",0,1485.8200000
"K2-322 b",4.35000,1.920,3.380000,0.290,-0.180,,,"Transit","K2",0,123.4150000
"K2-323 b",5.06000,2.100,3.000000,0.090,-0.110,,,"Transit","K2",0,118.3180000
"Kepler-458 c",16.40000,4.200,1.220000,0.630,-0.400,,,"Transit","Kepler",0,1594.7400000
"Kepler-962 b",4.54000,1.970,3.260000,0.080,-0.080,,,"Transit","Kepler",0,411.4860000
"TOI-763 b",9.79000,2.280,4.510000,0.110,-0.110,0.78000,-0.78000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",0,95.1274000
"TOI-540 b",0.67400,0.903,5.030000,0.052,-0.052,,,"Transit","Transiting Exoplanet Survey Satellite (TESS)",0,14.0022000
"Kepler-303 b",0.64000,0.890,4.990000,0.050,-0.050,,,"Transit","Kepler",0,209.7380000
"Kepler-916 b",3.75000,1.760,3.780000,0.140,-0.130,,,"Transit","Kepler",0,830.7120000
"KOI-1783.01",71.00000,8.860,0.560000,0.250,-0.240,11.20000,-9.20000,"Transit","Kepler",0,865.7300000
"Kepler-334 c",2.63000,1.430,4.940000,0.260,-0.260,,,"Transit","Kepler",0,426.5900000
"GJ 3473 b",1.86000,1.264,5.030000,0.050,-0.049,0.30000,-0.30000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",0,27.3644000
"EPIC 201757695.02",0.68800,0.908,5.050000,0.059,-0.064,,,"Transit","K2",0,577.6000000
"Kepler-861 b",5.82000,2.280,2.700000,0.120,-0.130,,,"Transit","Kepler",0,850.3270000
"Kepler-1670 b",11.20000,3.356,1.630000,,,,,"Transit","Kepler",0,2065.9800000
"Kepler-325 b",8.80000,2.910,1.960000,1.440,-1.440,,,"Transit","Kepler",0,823.2420000
"WASP-186 b",1341.24260,12.442,3.821000,0.336,-0.336,57.20940,-57.20940,"Transit","SuperWASP",0,278.5140000
"K2-111 c",11.30000,3.370,1.620000,,,1.10000,-1.10000,"Radial Velocity","Multiple Observatories",0,200.3940000
"Kepler-14 b",2669.66000,12.733,7.100000,0.818,-0.605,111.24000,-108.06000,"Transit","Kepler",0,798.0000000
"Kepler-104 c",9.96000,3.130,1.780000,0.550,-0.550,,,"Transit","Kepler",0,400.7850000
"Kepler-300 c",5.69000,2.250,2.740000,1.040,-1.040,,,"Transit","Kepler",0,1098.4500000
"GJ 27.1 b",13.00000,3.660,1.460000,,,4.10000,-6.60000,"Radial Velocity","Multiple Observatories",0,23.6062000
"HD 102365 b",16.00000,4.140,1.240000,,,2.60000,-2.60000,"Radial Velocity","Anglo-Australian Telescope",0,9.2894000
"Kepler-306 c",6.12000,2.350,2.590000,0.190,-0.190,,,"Transit","Kepler",0,775.6790000
"Kepler-1034 b",5.73000,2.260,2.730000,0.170,-0.140,,,"Transit","Kepler",0,654.5490000
"7 CMa c",276.51210,13.900,0.566000,,,19.06980,-19.06980,"Radial Velocity","Multiple Observatories",0,19.8101000
"WASP-66 b",746.90050,15.693,1.144000,3.139,-3.139,311.47340,-311.47340,"Transit","SuperWASP",0,500.2580000
"HD 108236 e",9.71000,3.083,1.820000,0.052,-0.052,,,"Transit","Transiting Exoplanet Survey Satellite (TESS)",0,64.5978000
"Kepler-488 b",39400.00000,15.790,55.000000,3.850,-1.510,,,"Transit","Kepler",0,1145.2800000
"KOI-1599.01",4.60000,1.900,3.690000,0.300,-0.300,0.30000,-0.30000,"Transit","Kepler",0,1131.6400000
"Kepler-49 c",228.83000,2.550,1.300000,,,,,"Transit","Kepler",0,311.2220000
"Kepler-317 b",109.80000,2.090,66.100000,0.960,-0.960,113.60000,-95.90000,"Transit","Kepler",0,940.5840000
"Kepler-1671 b",2.32000,1.326,5.470000,,,,,"Transit","Kepler",0,357.0590000
"HD 220197 b",63.56600,9.320,0.431000,,,22.24810,-12.71320,"Radial Velocity","Roque de los Muchachos Observatory",0,64.4110000
"Kepler-299 c",7.51000,2.650,2.220000,0.630,-0.630,,,"Transit","Kepler",0,1052.2400000
"Kepler-295 b",1.98000,1.220,5.990000,0.640,-0.640,,,"Transit","Kepler",0,1699.1900000
"Kepler-311 b",3.53000,1.700,3.950000,0.330,-0.330,,,"Transit","Kepler",0,778.6540000
"Kepler-759 b",5.77000,2.270,2.710000,0.490,-0.240,,,"Transit","Kepler",0,1073.4800000
"Kepler-906 b",5.10000,2.110,2.980000,0.100,-0.100,,,"Transit","Kepler",0,757.7910000
"Kepler-955 b",9.96000,3.130,1.780000,0.270,-0.170,,,"Transit","Kepler",0,550.3830000
"Kepler-1672 b",9.11000,2.970,1.910000,,,,,"Transit","Kepler",0,391.1810000
"HD 110082 b",10.30000,3.200,1.730000,0.100,-0.100,,,"Transit","Transiting Exoplanet Survey Satellite (TESS)",0,105.0960000
"Kepler-84 c",20.20000,2.360,8.440000,0.110,-0.110,13.50000,-10.20000,"Transit","Kepler",0,1023.9000000
"Kepler-338 b",30.60000,2.440,11.600000,0.130,-0.130,24.20000,-21.10000,"Transit","Kepler",0,552.7980000
"Kepler-1221 b",4.19000,1.880,3.470000,0.300,-0.160,,,"Transit","Kepler",0,913.6500000
